"","Detail","Price","Mileage"
"428","2017 Porsche Macan Base","$34,185","87,690 mi."
"429","2016 Porsche Cayenne GTS","$45,000","69,883 mi."
"430","2019 Porsche Cayenne Base","$53,000","40,839 mi."
"431","2014 Porsche 911 Turbo","$113,995","33,809 mi."
"432","2018 Porsche Macan S","$41,888","53,898 mi."
"433","2019 Porsche Cayenne S","$57,923","50,037 mi."
"434","2015 Porsche Cayenne Turbo","$48,000","77,430 mi."
"435","2019 Porsche Macan S","$50,500","54,570 mi."
"436","2003 Porsche 911 Carrera 4S","$39,000","63,933 mi."
"437","2016 Porsche 911 Turbo","$129,999","24,073 mi."
"438","2013 Porsche Boxster Base","$39,488","54,439 mi."
"439","2016 Porsche Cayenne Base","$35,995","64,722 mi."
"440","2001 Porsche Boxster ","$15,995","52,508 mi."
"441","2020 Porsche Taycan Turbo S","$164,800","21,901 mi."
"442","2022 Porsche 911 GT3","$279,800","3,668 mi."
"443","2016 Porsche Cayenne Base","$34,895","52,709 mi."
"444","2015 Porsche Cayenne S","$36,995","69,214 mi."
"445","2007 Porsche Boxster S","$29,999","61,543 mi."
"446","2016 Porsche 911 Carrera GTS","$110,000","29,479 mi."
"447","2020 Porsche Taycan Turbo","$137,987","10,407 mi."
"448","2021 Porsche Macan Base","$58,994","7,603 mi."
"449","2016 Porsche Cayenne S","$42,988","36,676 mi."
"450","2016 Porsche Panamera GTS","$62,888","32,232 mi."
"451","2010 Porsche Panamera S","$25,855","85,748 mi."
"452","2022 Porsche 911 GT3","$305,588","2,300 mi."
"453","2020 Porsche Taycan Turbo","$133,555","8,606 mi."
"454","2018 Porsche Panamera E-Hybrid Turbo S","$137,999","24,405 mi."
"455","2021 Porsche Macan Base","$59,000","4,014 mi."
"456","2021 Porsche Macan S","$58,987","24,032 mi."
"457","2021 Porsche Macan GTS","$81,959","10,980 mi."
"458","2013 Porsche Boxster Base","$27,955","99,991 mi."
"459","2008 Porsche Boxster Base (M5)","$29,588","22,253 mi."
"460","2007 Porsche Boxster ","$28,788","22,572 mi."
"461","2019 Porsche Cayenne Base","$60,993","33,240 mi."
"462","2018 Porsche Panamera E-Hybrid Turbo S","$131,800","32,090 mi."
"463","2021 Porsche Panamera E-Hybrid 4S","$116,315","9,826 mi."
"464","2005 Porsche 911 Carrera Cabriolet","$39,800","52,455 mi."
"465","2008 Porsche Cayman S","$36,500","42,672 mi."
"466","1986 Porsche 944 Turbo","$39,995","31,304 mi."
"467","1988 Porsche 928 2dr Coupe 5-Spd","$40,000","73,215 mi."
"468","2021 Porsche Macan Base","$56,902","10,588 mi."
"469","2012 Porsche 911 Carrera S","$66,990","56,864 mi."
"470","2019 Porsche Cayenne S","$66,991","48,097 mi."
"471","2013 Porsche Cayenne Turbo","$34,498","89,807 mi."
"472","1999 Porsche 911 Carrera","$33,000","95,371 mi."
"473","2017 Porsche 911 Carrera 4S","$107,995","21,895 mi."
"474","2017 Porsche 911 Carrera 4S","$109,994","20,018 mi."
"475","2021 Porsche Macan S","$66,999","11,340 mi."
"476","2013 Porsche Cayenne S","$28,500","82,510 mi."
"477","2018 Porsche Macan S","$44,995","42,350 mi."
"478","2020 Porsche Taycan 4S","$129,995","23,589 mi."
"479","2014 Porsche 911 GT3","$137,432","22,172 mi."
"480","2018 Porsche Macan S","$41,152","45,769 mi."
"481","2009 Porsche 911 Carrera 4S Cabriolet","$59,757","62,000 mi."
"482","2017 Porsche 911 Turbo","$174,985","1,978 mi."
"483","2021 Porsche Macan S","$71,995","2,967 mi."
"484","2016 Porsche 911 Black Edition","$82,995","25,222 mi."
"485","2014 Porsche Cayenne Platinum Edition","$23,999","112,544 mi."
"486","2017 Porsche Macan GTS","$39,999","56,224 mi."
"487","2021 Porsche 911 Carrera","$126,549","3,647 mi."
"488","2019 Porsche 911 Turbo","$185,734","6,773 mi."
"489","2011 Porsche 911 Carrera 4S","$83,900","15,043 mi."
"490","2018 Porsche 911 Carrera","$99,306","11,052 mi."
"491","2018 Porsche 911 Carrera 4S","$125,995","11,025 mi."
"492","2017 Porsche 911 Carrera 4S","$111,995","22,717 mi."
"493","2017 Porsche 911 Targa 4S","$141,995","19,053 mi."
"494","2008 Porsche Cayenne GTS","$14,086","144,134 mi."
"495","2012 Porsche Cayenne Base","$27,590","68,085 mi."
"496","2017 Porsche Macan S","$32,990","99,257 mi."
"497","2013 Porsche Boxster Base","$39,590","50,134 mi."
"498","2002 Porsche Boxster ","$19,900","38,874 mi."
"499","2021 Porsche Macan S","$67,237","8,800 mi."
"500","2021 Porsche Taycan Base","$95,017","15,448 mi."
"501","2005 Porsche Boxster S","$29,995","62,177 mi."
"502","2014 Porsche Cayenne Platinum Edition","$21,995","127,870 mi."
"503","2011 Porsche 911 Turbo","$189,995","20,424 mi."
"504","1992 Porsche 911 Turbo","$259,995","33,148 mi."
"505","2011 Porsche 911 GT2 RS","$724,995","6,990 mi."
"506","2007 Porsche 911 GT3","$154,995","12,170 mi."
"507","2012 Porsche Cayenne Base","$20,995","91,532 mi."
"508","2020 Porsche Cayenne Base","$65,980","24,400 mi."
"509","2020 Porsche Taycan Turbo","$149,990","6,999 mi."
"510","2019 Porsche Panamera GTS","$115,990","45,381 mi."
"511","2019 Porsche Cayenne Base","$64,390","26,604 mi."
"512","2021 Porsche Cayenne S","$101,990","9,734 mi."
"513","2008 Porsche 911 Carrera 4","$51,990","48,809 mi."
"514","2021 Porsche Macan S","$74,390","16,799 mi."
"515","2018 Porsche Panamera 4","$77,328","27,537 mi."
"516","2021 Porsche Cayenne Base","$74,991","14,295 mi."
"517","2019 Porsche 911 Carrera 4S","$127,990","16,582 mi."
"518","2019 Porsche 911 Carrera S","$134,990","15,278 mi."
"519","2008 Porsche 911 Turbo","$86,990","20,673 mi."
"520","2011 Porsche 911 Carrera 4S","$74,399","38,350 mi."
"521","2010 Porsche 911 Turbo","$104,888","32,256 mi."
"522","2018 Porsche 911 Turbo","$165,849","12,192 mi."
"523","2019 Porsche Cayenne Base","$64,099","22,850 mi."
"524","2019 Porsche Cayenne Turbo","$108,056","14,039 mi."
"525","2017 Porsche 911 Carrera 4S","$96,743","48,671 mi."
"526","2009 Porsche 911 Carrera S","$69,500","41,000 mi."
"527","1997 Porsche Boxster ","$19,888","16,565 mi."
"528","2021 Porsche Cayenne GTS","$108,977","17,605 mi."
"529","2019 Porsche Cayenne S","$69,878","40,258 mi."
"530","2019 Porsche Cayenne Base","$54,818","50,883 mi."
"531","2017 Porsche Cayenne Platinum Edition","$46,495","32,672 mi."
"532","2020 Porsche Taycan 4S","$112,900","18,010 mi."
"533","2006 Porsche Cayenne S","$8,985","158,270 mi."
"534","2006 Porsche Cayenne ","$8,990","106,650 mi."
"535","2016 Porsche Macan Turbo","$39,584","71,350 mi."
"536","2019 Porsche Cayenne Base","$46,900","72,696 mi."
"537","2022 Porsche Cayenne GTS","$127,900","1,581 mi."
"538","2014 Porsche Cayenne Platinum Edition","$29,900","65,697 mi."
"539","2017 Porsche Cayenne ","$44,649","34,663 mi."
"540","2014 Porsche Cayenne GTS","$32,888","96,432 mi."
"541","2018 Porsche Cayenne Base","$42,888","79,784 mi."
"542","2021 Porsche Taycan Turbo S","$173,774","7,210 mi."
"543","2021 Porsche Taycan Turbo S","$178,992","3,071 mi."
"544","2013 Porsche Cayenne S","$22,985","113,957 mi."
"545","2016 Porsche Macan S","$26,000","101,910 mi."
"546","2016 Porsche Macan Turbo","$42,000","56,600 mi."
"547","2017 Porsche Cayenne Platinum Edition","$45,900","41,991 mi."
"548","2020 Porsche Cayenne S Coupe AWD","$84,900","40,936 mi."
"549","2021 Porsche Cayenne Base","$72,500","20,089 mi."
"550","2018 Porsche Cayenne Platinum Edition","$36,900","68,022 mi."
"551","2006 Porsche 911 Carrera S","$48,500","60,434 mi."
"552","2020 Porsche Taycan Turbo","$128,190","29,198 mi."
"553","2011 Porsche Cayenne S","$20,995","95,531 mi."
"554","2016 Porsche Cayenne GTS","$33,995","102,150 mi."
"555","2011 Porsche Boxster Base","$30,995","34,050 mi."
"556","2016 Porsche Cayenne Turbo","$57,990","73,211 mi."
"557","2021 Porsche Taycan Turbo S","$172,995","2,646 mi."
"558","2020 Porsche Taycan Turbo","$129,999","4,750 mi."
"559","2013 Porsche Boxster Base","$41,998","26,450 mi."
"560","2011 Porsche Boxster Spyder","$82,985","16,173 mi."
"561","2014 Porsche Boxster S","$49,950","44,549 mi."
"562","2016 Porsche Cayenne S","$52,995","24,902 mi."
"563","2021 Porsche Cayenne AWD","$77,768","7,035 mi."
"564","2021 Porsche Cayenne Turbo","$128,888","11,759 mi."
"565","2016 Porsche Cayenne Base","$29,995","88,053 mi."
"566","2020 Porsche Cayenne Turbo","$112,270","23,513 mi."
"567","2016 Porsche Cayenne Base","$34,186","47,699 mi."
"568","2019 Porsche Cayenne Base","$57,988","40,091 mi."
"569","2017 Porsche Cayenne S","$36,995","87,342 mi."
"570","2019 Porsche Cayenne Base","$59,985","26,262 mi."
"571","2019 Porsche Cayenne Base","$61,888","32,249 mi."
"572","2014 Porsche Cayenne ","$26,985","81,306 mi."
"573","2013 Porsche Cayenne Turbo","$36,985","84,184 mi."
"574","2021 Porsche Cayenne AWD","$77,895","16,052 mi."
"575","2014 Porsche Cayenne GTS","$36,850","68,885 mi."
"576","2018 Porsche Cayenne Platinum Edition","$49,977","37,863 mi."
"577","2019 Porsche Cayenne Base","$45,972","88,725 mi."
"578","2013 Porsche Cayenne Base","$21,890","116,775 mi."
"579","2013 Porsche Cayenne GTS","$36,998","59,925 mi."
"580","2013 Porsche Cayenne Base","$29,588","43,297 mi."
"581","2021 Porsche Taycan 4S","$129,995","11,942 mi."
"582","2020 Porsche Taycan Turbo","$148,500","8,965 mi."
"583","2020 Porsche Taycan Turbo S","$169,995","4,415 mi."
"584","2020 Porsche 718 Cayman GT4","$145,000","11,374 mi."
"585","2020 Porsche Taycan 4S","$110,267","22,178 mi."
"586","2021 Porsche Cayenne Turbo Coupe AWD","$129,994","18,055 mi."
"587","2014 Porsche Boxster Base","$39,800","43,855 mi."
"588","2016 Porsche Cayenne Base","$28,995","86,120 mi."
"589","1981 Porsche 928 2dr Coupe","$24,000","95,530 mi."
"590","2021 Porsche Macan Base","$57,991","13,072 mi."
"591","2014 Porsche Boxster Base","$49,998","22,499 mi."
"592","2020 Porsche Taycan Turbo","$148,995","14,944 mi."
"593","2019 Porsche Cayenne S","$84,995","16,953 mi."
"594","2019 Porsche Cayenne Base","$54,990","57,217 mi."
"595","2019 Porsche Cayenne Base","$61,250","24,986 mi."
"596","2017 Porsche 911 Carrera 4S","$119,985","14,270 mi."
"597","2018 Porsche Macan GTS","$58,985","49,765 mi."
"598","2009 Porsche 911 Carrera 4S","$69,992","35,028 mi."
"599","2012 Porsche Cayman R","$76,984","10,581 mi."
"600","2021 Porsche Macan Turbo","$93,995","3,856 mi."
"601","2017 Porsche Macan S","$35,991","69,451 mi."
"602","2014 Porsche Cayenne Platinum Edition","$22,156","102,434 mi."
"603","2000 Porsche Boxster S","$22,999","35,200 mi."
"604","2018 Porsche Macan Turbo","$60,643","37,710 mi."
"605","2010 Porsche Boxster ","$28,590","78,177 mi."
"606","2020 Porsche Taycan Turbo","$137,980","27,650 mi."
"607","2018 Porsche Macan Sport Edition","$37,991","69,981 mi."
"608","2018 Porsche Macan S","$37,900","75,657 mi."
"609","2019 Porsche Cayenne Base","$65,279","20,581 mi."
"610","2020 Porsche Panamera E-Hybrid Turbo S","$163,499","14,569 mi."
"611","2015 Porsche Macan S","$27,995","97,985 mi."
"612","2015 Porsche Macan S","$27,995","93,776 mi."
"613","2017 Porsche Macan GTS","$54,568","56,444 mi."
"614","2018 Porsche Cayenne S","$43,500","60,612 mi."
"615","2017 Porsche Macan S","$35,000","61,902 mi."
"616","2003 Porsche 911 Carrera 4 Cabriolet","$35,000","44,000 mi."
"617","2016 Porsche Macan Turbo","$39,995","64,545 mi."
"618","2019 Porsche 911 Carrera 4S","$133,888","1,000 mi."
"619","2017 Porsche Macan GTS","$45,991","54,182 mi."
"620","2018 Porsche Macan Base (PDK)","$34,890","60,544 mi."
"621","2017 Porsche Macan GTS","$49,900","47,248 mi."
"622","2018 Porsche Macan GTS","$53,092","42,837 mi."
"623","2005 Porsche Cayenne Turbo","$9,888","147,469 mi."
"624","2010 Porsche Panamera Turbo","$37,777","74,264 mi."
"625","2019 Porsche Panamera E-Hybrid 4","$78,984","53,547 mi."
"626","2015 Porsche Macan S","$29,987","63,234 mi."
"627","2019 Porsche 911 GT3 RS","$276,992","6,215 mi."
"628","2015 Porsche Macan S","$26,500","100,361 mi."
"629","2015 Porsche Macan S","$28,000","81,338 mi."
"630","2017 Porsche Macan S","$33,900","77,316 mi."
"631","2017 Porsche Macan GTS","$51,900","24,201 mi."
"632","2018 Porsche Macan Base","$42,320","27,574 mi."
"633","2019 Porsche 911 Carrera GTS","$146,800","10,316 mi."
"634","2017 Porsche Cayenne S","$59,999","24,282 mi."
"635","2015 Porsche Macan S","$26,950","100,898 mi."
"636","2017 Porsche Macan Base","$39,950","49,897 mi."
"637","2021 Porsche Macan S","$69,937","5,532 mi."
"638","2022 Porsche Macan Base","$63,493","6,683 mi."
"639","2015 Porsche Macan Turbo","$39,899","61,556 mi."
"640","2018 Porsche Macan Turbo","$60,999","25,409 mi."
"641","2017 Porsche Macan Base","$30,994","74,811 mi."
"642","2018 Porsche Macan S","$49,995","37,584 mi."
"643","2016 Porsche Macan S","$34,500","78,000 mi."
"644","2018 Porsche Panamera Sport Turismo 4","$73,888","22,367 mi."
"645","2018 Porsche Macan S","$38,888","65,180 mi."
"646","2015 Porsche Macan S","$23,990","114,327 mi."
"647","2015 Porsche Macan S","$28,855","92,216 mi."
"648","2019 Porsche Macan Base","$47,959","25,167 mi."
"649","2017 Porsche Cayenne Platinum Edition","$31,500","81,986 mi."
"650","2018 Porsche Macan S","$46,959","23,748 mi."
"651","2018 Porsche Macan S","$47,959","27,836 mi."
"652","2016 Porsche Macan S","$28,211","87,962 mi."
"653","2014 Porsche Cayenne S","$38,288","34,971 mi."
"654","2011 Porsche Cayenne Base","$28,888","38,735 mi."
"655","2021 Porsche Cayenne Base","$74,500","9,243 mi."
"656","2019 Porsche Cayenne Base","$64,994","19,753 mi."
"657","2011 Porsche Cayenne Turbo","$34,900","71,074 mi."
"658","2016 Porsche Cayenne Base","$30,995","112,500 mi."
"659","2016 Porsche Macan S","$43,900","18,424 mi."
"660","2019 Porsche Cayenne Base","$49,900","45,196 mi."
"661","2021 Porsche Cayenne Turbo Coupe AWD","$146,900","10,536 mi."
"662","2021 Porsche Cayenne GTS","$114,957","26,071 mi."
"663","2019 Porsche Cayenne Base","$56,991","43,583 mi."
"664","2018 Porsche Cayenne Platinum Edition","$42,991","74,361 mi."
"665","2021 Porsche Cayenne Base","$79,995","16,664 mi."
"666","2019 Porsche 911 Targa 4S","$159,991","12,453 mi."
"667","1985 Porsche 928 2dr Coupe 5-Spd","$20,000","133,543 mi."
"668","1980 Porsche 928 ","$29,000","40,631 mi."
"669","2014 Porsche Cayenne Base (Tiptronic)","$23,712","97,145 mi."
"670","2018 Porsche Macan GTS","$57,995","28,133 mi."
"671","1983 Porsche 911 Base","$57,000","109,524 mi."
"672","2021 Porsche Macan Turbo","$91,991","6,033 mi."
"673","2018 Porsche Macan Turbo","$44,990","79,136 mi."
"674","2018 Porsche Macan Turbo","$56,800","49,825 mi."
"675","2019 Porsche Macan S","$60,990","14,194 mi."
"676","2018 Porsche Macan S","$35,995","78,402 mi."
"677","2014 Porsche Cayenne Diesel Platinum Edition","$36,977","77,409 mi."
"678","2016 Porsche Macan S","$32,977","86,478 mi."
"679","2018 Porsche Macan S","$34,600","82,940 mi."
"680","2020 Porsche Cayenne Turbo","$137,995","17,611 mi."
"681","2022 Porsche Cayenne Turbo GT","$216,995","1,468 mi."
"682","2011 Porsche Cayenne S","$19,495","96,093 mi."
"683","1999 Porsche 911 Carrera","$20,495","71,044 mi."
"684","1995 Porsche 911 Carrera","$67,767","95,873 mi."
"685","2019 Porsche 911 Carrera","$104,786","5,267 mi."
"686","2017 Porsche 911 Turbo S","$189,995","12,653 mi."
"687","1990 Porsche 911 964 RWB","$199,995","59,744 mi."
"688","2011 Porsche 911 GT3 RS","$379,982","4,838 mi."
"689","2019 Porsche 911 Turbo S","$176,950","31,806 mi."
"690","2022 Porsche 911 GT3","$279,985","2,010 mi."
"691","2011 Porsche Cayenne S","$21,950","105,285 mi."
"692","2021 Porsche Cayenne Base","$73,592","25,855 mi."
"693","2014 Porsche Cayenne Base","$21,500","129,846 mi."
"694","2017 Porsche Macan Base","$33,780","71,398 mi."
"695","2019 Porsche 911 Turbo S","$199,900","11,571 mi."
"696","2019 Porsche 911 Turbo","$194,988","5,537 mi."
"697","2008 Porsche Cayman Base (M5)","$27,987","61,018 mi."
"698","2006 Porsche 911 Carrera S Cabriolet","$49,909","34,516 mi."
"699","2017 Porsche Macan S","$37,827","61,582 mi."
"700","2006 Porsche Boxster Base","$22,995","72,600 mi."
"701","2011 Porsche Cayenne Turbo","$29,977","80,207 mi."
"702","2006 Porsche 911 Carrera 4S","$69,900","31,435 mi."
"703","2006 Porsche 911 Carrera 4S","$99,900","7,725 mi."
"704","2021 Porsche 718 Boxster GTS 4.0","$109,900","2,709 mi."
"705","2016 Porsche Macan S","$44,990","11,758 mi."
"706","2011 Porsche Cayenne Base","$25,990","69,314 mi."
"707","2019 Porsche Cayenne E-Hybrid Base","$70,995","31,313 mi."
"708","2018 Porsche Macan Base","$39,999","50,202 mi."
"709","2021 Porsche Cayenne GTS","$122,590","18,672 mi."
"710","2020 Porsche Taycan 4S","$114,490","44,100 mi."
"711","2014 Porsche Panamera 4","$31,485","95,768 mi."
"712","2013 Porsche Boxster S","$50,900","34,084 mi."
"713","2020 Porsche Taycan Turbo","$129,990","5,278 mi."
"714","2019 Porsche 911 Carrera 4S","$134,212","6,933 mi."
"715","2021 Porsche Taycan Turbo S","$159,990","13,044 mi."
"716","2020 Porsche Taycan Turbo S","$157,799","25,415 mi."
"717","2018 Porsche 718 Boxster Base","$67,496","13,336 mi."
"718","2018 Porsche Panamera 4S","$85,990","36,500 mi."
"719","2019 Porsche Panamera GTS","$112,599","40,097 mi."
"720","2015 Porsche Boxster GTS","$53,995","77,806 mi."
"721","2015 Porsche Boxster Base","$46,995","21,029 mi."
"722","2018 Porsche Panamera 4S","$72,763","70,071 mi."
"723","2018 Porsche 911 GT3","$199,599","9,039 mi."
"724","2013 Porsche Boxster Base","$38,998","55,945 mi."
"725","1990 Porsche 944 2dr Coupe Cabriolet","$54,970","4,413 mi."
"726","2013 Porsche Cayenne GTS","$30,980","95,141 mi."
"727","2018 Porsche Macan S","$46,329","25,883 mi."
"728","2016 Porsche Macan S","$28,980","93,441 mi."
"729","2018 Porsche Macan Base","$42,355","22,312 mi."
"730","2016 Porsche Cayenne S","$41,777","62,993 mi."
"731","2018 Porsche Macan Base","$41,500","34,009 mi."
"732","2020 Porsche Taycan Turbo S","$163,992","3,632 mi."
"733","2018 Porsche 718 Boxster S","$73,900","19,487 mi."
"734","2022 Porsche 718 Boxster S","$96,000","3,609 mi."
"735","2018 Porsche Panamera 4S","$73,500","48,658 mi."
"736","2009 Porsche Cayenne Base","$8,950","194,868 mi."
"737","2020 Porsche Panamera 4S","$102,169","20,343 mi."
"738","2018 Porsche Panamera 4S","$81,750","22,000 mi."
"739","2018 Porsche 911 GT3","$249,995","3,002 mi."
"740","2006 Porsche Cayman S","$35,995","48,014 mi."
"741","2018 Porsche 718 Boxster S","$72,995","14,993 mi."
"742","1999 Porsche 911 Carrera","$35,990","33,903 mi."
"743","1975 Porsche 911 S","$69,990","21,356 mi."
"744","2009 Porsche Boxster S","$39,999","36,093 mi."
"745","2021 Porsche 718 Boxster 25 Years","$114,994","3,458 mi."
"746","2011 Porsche Cayenne Base","$24,990","67,462 mi."
"747","2014 Porsche Cayenne ","$30,590","71,234 mi."
"748","2013 Porsche Cayenne GTS","$34,985","88,330 mi."
"749","2019 Porsche 911 Turbo","$169,995","7,350 mi."
"750","2017 Porsche Cayenne Platinum Edition","$42,998","52,940 mi."
"751","2020 Porsche Cayenne Turbo Coupe AWD","$121,999","28,700 mi."
"752","2008 Porsche Cayenne S","$14,490","133,060 mi."
"753","2019 Porsche Cayenne Base","$57,695","47,064 mi."
"754","2020 Porsche Panamera GTS","$122,991","8,229 mi."
"755","2003 Porsche 911 Carrera Cabriolet","$40,000","65,764 mi."
"756","2002 Porsche 911 Carrera Cabriolet","$29,000","119,356 mi."
"757","2002 Porsche 911 Carrera Turbo","$70,000","60,139 mi."
"758","1974 Porsche 911 Targa","$39,000","6,368 mi."
"759","2021 Porsche 911 Targa 4S","$230,000","1,172 mi."
"760","1987 Porsche 944 S","$28,000","170,483 mi."
"761","1985 Porsche 928 S","$30,000","51,014 mi."
"762","2018 Porsche 911 Turbo","$158,800","5,903 mi."
"763","2018 Porsche Cayenne ","$46,405","31,825 mi."
"764","2017 Porsche Macan S","$35,000","70,225 mi."
"765","2017 Porsche Cayenne ","$45,590","38,886 mi."
"766","2018 Porsche Macan Turbo","$58,990","45,204 mi."
"767","2017 Porsche Macan Base","$36,990","45,412 mi."
"768","2014 Porsche Boxster Base","$38,990","59,463 mi."
"769","2017 Porsche Macan GTS","$53,995","46,949 mi."
"770","2021 Porsche Macan Base","$55,995","16,312 mi."
"771","2019 Porsche Macan S","$59,995","33,693 mi."
"772","2018 Porsche Macan Base","$41,995","34,421 mi."
"773","2012 Porsche Cayenne S","$28,990","73,246 mi."
"774","2019 Porsche 911 GT3 RS","$254,995","2,101 mi."
"775","2017 Porsche 911 Carrera 4S","$112,500","22,446 mi."
"776","2015 Porsche 911 Turbo","$121,500","38,499 mi."
"777","2019 Porsche Macan Base","$53,995","14,727 mi."
"778","2020 Porsche 911 Carrera 4S","$144,945","24,090 mi."
"779","2022 Porsche 911 Carrera","$147,747","975 mi."
"780","2016 Porsche 911 GT3 RS","$214,994","19,271 mi."
"781","2020 Porsche 911 Carrera S","$139,899","17,576 mi."
"782","2019 Porsche 911 Carrera S","$122,455","13,088 mi."
"783","2019 Porsche Cayenne E-Hybrid Base","$72,899","31,880 mi."
"784","2020 Porsche Macan Base","$56,774","17,840 mi."
"785","2021 Porsche Macan Base","$56,780","17,805 mi."
"786","2016 Porsche Macan Turbo","$47,950","46,094 mi."
"787","2022 Porsche Cayenne GTS","$124,695","5,690 mi."
"788","2020 Porsche 911 Carrera 4S","$149,979","18,895 mi."
"789","2017 Porsche 718 Boxster Base","$49,980","50,391 mi."
"790","2019 Porsche Macan Base","$50,499","38,209 mi."
"791","2018 Porsche 718 Cayman S","$71,412","14,006 mi."
"792","2018 Porsche Macan S","$45,000","38,480 mi."
"793","2017 Porsche 911 Carrera 4S","$95,000","54,086 mi."
"794","2016 Porsche Boxster Black Edition","$47,590","21,524 mi."
"795","2007 Porsche 911 Carrera S Cabriolet","$46,888","35,608 mi."
"796","2019 Porsche 911 GT3","$180,000","29,266 mi."
"797","2011 Porsche Panamera 4","$28,996","99,987 mi."
"798","2017 Porsche Macan S","$35,962","67,355 mi."
"799","2018 Porsche Macan GTS","$65,900","36,066 mi."
"800","2019 Porsche 718 Cayman Clubsport Competition","$249,900","4,138 mi."
"801","2011 Porsche Boxster Base","$31,590","59,834 mi."
"802","2011 Porsche Boxster Base","$34,990","35,252 mi."
"803","2009 Porsche Boxster ","$31,990","57,135 mi."
"804","2018 Porsche 911 Turbo S","$214,900","5,903 mi."
"805","2018 Porsche 911 Carrera S","$129,900","5,697 mi."
"806","2018 Porsche Macan GTS","$57,900","54,123 mi."
"807","2018 Porsche 911 Carrera S","$114,900","20,386 mi."
"808","2014 Porsche Cayenne ","$29,990","64,506 mi."
"809","2014 Porsche Cayenne Platinum Edition","$23,296","105,466 mi."
"810","2021 Porsche Cayenne S","$90,576","27,525 mi."
"811","2022 Porsche Cayenne Turbo GT","$229,442","1,933 mi."
"812","2016 Porsche Macan S","$33,301","64,404 mi."
"813","2014 Porsche Panamera 4","$33,500","76,205 mi."
"814","2017 Porsche Macan Base","$34,990","64,873 mi."
"815","2019 Porsche Cayenne Base","$51,980","75,552 mi."
"816","2015 Porsche Boxster Base","$45,990","26,781 mi."
"817","2019 Porsche Cayenne Base","$58,991","45,336 mi."
"818","2017 Porsche Macan Base","$38,990","33,219 mi."
"819","2020 Porsche Taycan 4S","$121,294","11,568 mi."
"820","2020 Porsche Macan Turbo","$82,108","40,066 mi."
"821","1997 Porsche 911 Carrera Cabriolet","$92,800","21,074 mi."
"822","1995 Porsche 911 Carrera Cabriolet","$86,800","55,638 mi."
"823","2012 Porsche Cayenne Hybrid S","$17,777","107,917 mi."
"824","2018 Porsche Panamera 4","$65,700","59,936 mi."
"825","2019 Porsche Macan Base","$48,300","38,568 mi."
"826","2002 Porsche 911 Turbo","$59,900","70,040 mi."
"827","2021 Porsche Macan Base","$56,777","16,482 mi."
"828","2016 Porsche Cayenne Base","$31,995","66,352 mi."
"829","2018 Porsche 911 GT3","$189,999","4,525 mi."
"830","2017 Porsche Cayenne GTS","$60,997","24,299 mi."
"831","2015 Porsche Panamera 4","$39,900","93,100 mi."
"832","2015 Porsche Panamera 4","$36,500","92,701 mi."
"833","2018 Porsche 911 GT3","$194,800","9,922 mi."
"834","2014 Porsche Cayenne Platinum Edition","$31,950","83,325 mi."
"835","2015 Porsche Macan Turbo","$40,995","66,183 mi."
"836","1988 Porsche 911 Cabriolet","$119,990","17,541 mi."
"837","2009 Porsche Boxster Base (M6)","$26,872","45,333 mi."
"838","2012 Porsche Cayenne S","$23,888","85,437 mi."
"839","2016 Porsche Cayenne Base","$36,590","59,580 mi."
"840","2006 Porsche 911 Carrera Cabriolet","$38,995","59,894 mi."
"841","2011 Porsche Boxster S","$42,985","39,595 mi."
"842","2020 Porsche Panamera Turbo","$161,855","2,753 mi."
"843","2020 Porsche Macan S","$56,959","38,089 mi."
"844","2020 Porsche Macan Base","$47,809","22,320 mi."
"845","2017 Porsche Macan Base","$30,779","68,333 mi."
"846","2018 Porsche Cayenne Turbo","$77,900","28,447 mi."
"847","2016 Porsche Macan S","$41,997","24,865 mi."
"848","2021 Porsche Cayenne S Coupe AWD","$95,995","11,987 mi."
"849","2018 Porsche Cayenne Platinum Edition","$45,991","47,346 mi."
"850","2016 Porsche Macan Turbo","$39,990","71,669 mi."
"851","1990 Porsche 944 2dr Coupe Cabriolet","$37,000","20,268 mi."
"852","2020 Porsche Cayenne S Coupe AWD","$88,994","22,564 mi."
"853","1978 Porsche 928 ","$18,500","287,822 mi."
"854","2003 Porsche Boxster Base","$21,000","94,509 mi."
"855","1999 Porsche 911 Carrera","$20,000","132,829 mi."
"856","2015 Porsche Macan S","$21,921","100,014 mi."
"857","2018 Porsche Macan Base (PDK)","$46,777","42,168 mi."
"858","2015 Porsche Macan Turbo","$41,977","67,527 mi."
"859","2017 Porsche Macan GTS","$41,985","78,402 mi."
"860","2018 Porsche Cayenne S","$58,590","18,631 mi."
"861","2015 Porsche Macan S","$34,590","62,335 mi."
"862","2019 Porsche Cayenne Base","$60,590","25,517 mi."
"863","2016 Porsche Cayenne S","$38,990","65,498 mi."
"864","2018 Porsche Macan ","$41,990","33,536 mi."
"865","2005 Porsche 911 Carrera S","$59,995","41,859 mi."
"866","2019 Porsche Cayenne E-Hybrid Base","$78,990","20,439 mi."
"867","2017 Porsche Macan Turbo","$37,000","93,176 mi."
"868","2017 Porsche 911 Turbo S","$179,900","8,128 mi."
"869","2015 Porsche Macan S","$29,995","85,915 mi."
"870","2019 Porsche Macan Base","$54,860","23,600 mi."
"871","2021 Porsche Cayenne AWD","$85,995","2,535 mi."
