"","Detail","Price","Mileage"
"809","2017 Audi Q7 3.0T Premium Plus","$31,995","91,665 mi."
"810","2009 Audi A4 2.0T Prem Plus","$8,999","80,871 mi."
"811","2017 Audi A3 2.0T Premium","$23,000","62,029 mi."
"812","2017 Audi Q7 3.0T Prestige","$30,994","89,574 mi."
"813","2018 Audi Q7 2.0T Premium Plus","$38,995","30,749 mi."
"814","2018 Audi A5 Premium","$34,000","35,800 mi."
"815","2018 Audi A5 2.0T Prestige","$34,695","46,172 mi."
"816","2018 Audi A5 2.0T Premium Plus","$24,595","123,496 mi."
"817","2019 Audi A5 2.0T Premium Plus","$33,700","52,502 mi."
"818","2018 Audi A5 2.0T Premium Plus","$28,918","58,506 mi."
"819","2019 Audi Q7 55 Prestige","$42,214","47,425 mi."
"820","2018 Audi S5 3.0T Premium Plus","$43,500","26,971 mi."
"821","2017 Audi Q7 3.0T Prestige","$32,997","68,260 mi."
"822","2017 Audi Q7 3.0T Prestige","$28,990","87,890 mi."
"823","2017 Audi Q7 3.0T Premium Plus","$34,855","49,485 mi."
"824","2020 Audi Q7 Premium Plus","$44,200","67,080 mi."
"825","2017 Audi Q7 2.0T Premium","$32,888","52,493 mi."
"826","2017 Audi Q7 3.0T Premium","$28,888","95,294 mi."
"827","2016 Audi Q3 2.0T Premium Plus","$18,888","67,957 mi."
"828","2011 Audi S5 4.2 Prestige quattro","$17,985","101,207 mi."
"829","2011 Audi Q7 3.0T Premium","$11,485","182,789 mi."
"830","2019 Audi Q7 55 Premium Plus","$41,998","29,883 mi."
"831","2021 Audi Q7 55 Premium","$57,359","23,605 mi."
"832","2021 Audi Q7 55 Premium Plus","$51,500","39,276 mi."
"833","2017 Audi Q5 3.0T Premium Plus","$25,486","71,267 mi."
"834","2019 Audi Q8 3.0T Premium","$69,880","15,345 mi."
"835","2018 Audi A5 2.0T Premium Plus","$32,665","50,175 mi."
"836","2012 Audi A7 Prestige","$16,990","123,797 mi."
"837","2016 Audi A5 2.0T Premium Plus","$26,632","60,975 mi."
"838","2014 Audi A5 2.0T Premium Plus","$19,975","67,470 mi."
"839","2017 Audi Q7 3.0T Premium","$25,995","95,368 mi."
"840","2014 Audi Q7 3.0T Premium Plus","$21,995","70,553 mi."
"841","2014 Audi S5 3.0T Prestige quattro","$27,700","50,687 mi."
"842","2015 Audi Q7 3.0T Premium Plus","$25,995","52,450 mi."
"843","2017 Audi Q7 3.0T Prestige","$31,860","76,906 mi."
"844","2015 Audi Q7 3.0T S line Prestige","$23,480","87,697 mi."
"845","2019 Audi Q7 55 Prestige","$38,690","74,860 mi."
"846","2015 Audi A7 3.0T Premium Plus","$24,950","108,609 mi."
"847","2009 Audi Q7 ","$8,999","152,102 mi."
"848","2019 Audi Q7 55 Premium Plus","$46,444","22,996 mi."
"849","2021 Audi Q7 45 Premium","$54,994","28,024 mi."
"850","2019 Audi Q7 55 Prestige","$51,994","19,374 mi."
"851","2022 Audi Q7 55 Premium","$73,333","12,174 mi."
"852","2020 Audi Q5 45 Premium Plus","$37,970","30,926 mi."
"853","2015 Audi Q7 3.0T Premium Plus","$20,995","90,189 mi."
"854","2015 Audi Q7 3.0T Premium Plus","$18,995","94,214 mi."
"855","2017 Audi Q7 3.0T Premium","$28,995","96,088 mi."
"856","2013 Audi Q7 3.0T S line Prestige","$19,985","88,774 mi."
"857","2018 Audi Q5 2.0T Premium","$26,999","83,408 mi."
"858","2018 Audi Q7 3.0T Prestige","$34,700","71,351 mi."
"859","2019 Audi Q7 55 Premium Plus","$34,790","86,511 mi."
"860","2017 Audi Q7 3.0T Prestige","$32,988","69,030 mi."
"861","2017 Audi Q7 3.0T Premium","$30,999","65,010 mi."
"862","2020 Audi Q7 55 Premium Plus","$44,890","60,774 mi."
"863","2018 Audi Q7 3.0T Prestige","$33,490","69,050 mi."
"864","2015 Audi Q7 3.0T S line Prestige","$21,952","82,938 mi."
"865","2015 Audi Q7 3.0T Premium Plus","$25,384","55,495 mi."
"866","2020 Audi Q7 55 Prestige","$51,977","71,298 mi."
"867","2017 Audi Q7 3.0T Premium Plus","$29,980","75,530 mi."
"868","2011 Audi Q5 3.2 Premium Plus","$15,980","82,193 mi."
"869","2019 Audi S5 3.0T Prestige","$62,880","22,071 mi."
"870","2021 Audi Q7 55 Prestige","$56,895","40,299 mi."
"871","2017 Audi Q7 PRESTIGE","$28,776","89,309 mi."
"872","2021 Audi Q7 55 Premium","$51,994","43,405 mi."
"873","2018 Audi Q5 2.0T Premium Plus","$27,987","54,619 mi."
"874","2019 Audi Q7 45 Premium Plus","$42,785","18,047 mi."
"875","2017 Audi Q7 3.0T Premium Plus","$31,931","53,596 mi."
"876","2019 Audi RS 5 2.9T","$64,800","37,929 mi."
"877","2015 Audi Q7 3.0T S line Prestige","$26,500","62,800 mi."
"878","2014 Audi Q7 3.0 TDI Premium","$23,000","82,401 mi."
"879","2014 Audi A6 3.0 TDI Premium Plus quattro","$20,995","95,561 mi."
"880","2017 Audi Q7 3.0T Prestige","$27,995","90,768 mi."
"881","2019 Audi A4 2.0T Premium","$28,910","35,811 mi."
"882","2021 Audi Q7 45 Premium","$55,587","18,218 mi."
"883","2022 Audi Q3 45 S line Premium","$45,995","7,308 mi."
"884","2015 Audi Q7 3.0 TDI Premium Plus","$21,950","111,000 mi."
"885","2020 Audi Q5 45 Premium","$33,843","61,011 mi."
"886","2021 Audi Q7 55 Premium Plus","$57,635","19,182 mi."
"887","2019 Audi Q7 55 Prestige","$48,833","23,691 mi."
"888","2019 Audi S5 3.0T Premium Plus","$46,997","47,542 mi."
"889","2019 Audi Q5 Prestige","$38,990","39,481 mi."
"890","2021 Audi Q5 45 Premium","$45,699","8,460 mi."
"891","2020 Audi Q5 45 Premium Plus","$37,429","47,358 mi."
"892","2021 Audi Q3 45 S line Premium","$40,999","10,260 mi."
"893","2021 Audi Q5 45 Premium","$40,285","36,613 mi."
"894","2020 Audi Q5 45 Premium","$34,295","36,432 mi."
"895","2020 Audi S5 3.0T Prestige","$58,500","50,839 mi."
"896","2020 Audi Q5 45 Premium Plus","$39,979","39,768 mi."
"897","2019 Audi A3 2.0T Premium","$25,989","31,019 mi."
"898","2013 Audi Q7 3.0 TDI Premium","$14,440","127,325 mi."
"899","2018 Audi Q3 2.0T Premium Plus","$30,893","29,249 mi."
"900","2020 Audi Q7 55 Premium Plus","$56,997","25,216 mi."
"901","2015 Audi SQ5 3.0T Premium Plus","$29,998","72,464 mi."
"902","2022 Audi Q7 55 Premium Plus","$68,675","6,009 mi."
"903","2019 Audi A6 3.0T Premium Plus","$34,000","72,741 mi."
"904","2018 Audi A6 3.0t Sport","$32,888","46,313 mi."
"905","2014 Audi A6 2.0T Premium Plus quattro","$12,493","140,428 mi."
"906","2015 Audi Q7 3.0T Premium Plus","$27,990","55,454 mi."
"907","2017 Audi Q7 3.0T Premium Plus","$27,399","97,976 mi."
"908","2015 Audi A3 1.8T Premium","$19,191","61,575 mi."
"909","2014 Audi A6 3.0T Premium Plus quattro","$20,840","85,075 mi."
"910","2017 Audi A6 3.0T Competition Prestige","$36,200","43,177 mi."
"911","2017 Audi A6 PLUS","$21,900","104,165 mi."
"912","2015 Audi Q7 3.0T Premium Plus","$23,995","74,870 mi."
"913","2015 Audi A3 2.0T Premium","$19,750","73,809 mi."
"914","2015 Audi A3 2.0T Premium","$18,000","81,545 mi."
"915","2018 Audi RS 3 2.5T","$58,900","30,417 mi."
"916","2017 Audi Q3 2.0T Premium","$15,000","122,725 mi."
"917","2018 Audi Q7 3.0T Prestige","$32,495","89,188 mi."
"918","2015 Audi Q7 3.0 TDI Premium","$19,995","122,542 mi."
"919","2017 Audi Q7 3.0T Premium Plus","$28,495","83,111 mi."
"920","2012 Audi A7 3.0T quattro Premium","$27,990","35,733 mi."
"921","2013 Audi A7 3.0T Prestige quattro","$21,995","110,316 mi."
"922","2017 Audi Q3 2.0T Premium","$18,995","101,950 mi."
"923","2019 Audi A5 2.0T Premium Plus","$33,000","55,798 mi."
"924","2011 Audi Q5 Premium Plus","$14,995","70,271 mi."
"925","2019 Audi A6 55 Prestige","$49,441","28,033 mi."
"926","2019 Audi A7 3.0T Prestige","$54,950","26,728 mi."
"927","2009 Audi S5 4.2 quattro","$18,000","88,877 mi."
"928","2017 Audi A6 2.0T Premium Plus","$22,980","63,930 mi."
"929","2019 Audi A6 55 Premium Plus","$41,555","13,622 mi."
"930","2014 Audi A5 2.0T Premium Plus","$17,990","104,085 mi."
"931","2016 Audi A6 2.0T Premium Plus","$24,980","62,928 mi."
"932","2020 Audi A3 2.0T Premium","$30,500","26,933 mi."
"933","2018 Audi A6 2.0T Premium","$27,500","77,775 mi."
"934","2016 Audi A6 2.0T Premium Plus","$22,395","77,132 mi."
"935","2019 Audi A6 55 Premium Plus","$42,990","42,666 mi."
"936","2013 Audi TT 2.0T Premium Plus quattro","$17,155","107,897 mi."
"937","2017 Audi Q7 3.0T Prestige","$29,500","88,304 mi."
"938","2009 Audi A4 2.0T Cabriolet","$9,990","91,243 mi."
"939","2012 Audi A6 3.0T Prestige quattro","$18,555","80,293 mi."
"940","2018 Audi Q7 3.0T Premium Plus","$41,995","30,498 mi."
"941","2020 Audi Q7 55 Premium","$52,979","19,134 mi."
"942","2013 Audi A7 3.0T Prestige","$20,000","120,464 mi."
"943","2018 Audi A5 2.0T Premium Plus","$38,222","37,132 mi."
"944","2018 Audi S5 3.0T Prestige","$42,850","26,239 mi."
"945","2009 Audi A4 2.0T quattro","$9,990","111,945 mi."
"946","2019 Audi A6 55 Premium","$41,807","34,675 mi."
"947","2017 Audi Q7 3.0T Premium Plus","$29,000","79,304 mi."
"948","2013 Audi Q7 3.0T S line Prestige","$18,495","88,087 mi."
"949","2013 Audi A6 3.0T Premium Plus quattro","$19,500","75,807 mi."
"950","2018 Audi A5 2.0T Premium","$34,945","17,133 mi."
"951","2014 Audi A6 2.0T Premium Plus quattro","$18,990","70,515 mi."
"952","2012 Audi A6 3.0T Premium quattro","$16,950","126,851 mi."
"953","2006 Audi TT 1.8L","$12,377","50,372 mi."
"954","2019 Audi A6 55 Premium","$37,995","41,129 mi."
"955","2013 Audi A6 2.0T Premium Plus","$18,995","95,204 mi."
"956","2018 Audi A6 2.0T Premium Plus","$32,995","22,057 mi."
"957","2020 Audi Q5 45 Premium Plus","$40,822","11,896 mi."
"958","2016 Audi A6 3.0T Premium Plus","$24,850","68,362 mi."
"959","2015 Audi A6 3.0T Premium Plus","$20,995","75,472 mi."
"960","2015 Audi A6 2.0T Premium quattro","$17,985","92,112 mi."
"961","2019 Audi Q3 2.0T S line Premium","$34,888","46,637 mi."
"962","2013 Audi S5 3.0T Premium Plus","$17,500","120,000 mi."
"963","2019 Audi A6 45 Premium","$38,880","24,873 mi."
"964","2019 Audi A6 45 Premium","$37,880","29,994 mi."
"965","2018 Audi A5 2.0T Premium Plus","$29,398","49,211 mi."
"966","2020 Audi Q3 45 S line Premium","$37,980","10,672 mi."
"967","2020 Audi A5 2.0T Premium","$30,061","63,686 mi."
"968","2020 Audi A5 2.0T Premium Plus","$46,880","15,779 mi."
"969","2013 Audi A6 3.0T Premium Plus quattro","$22,479","51,001 mi."
"970","2019 Audi Q8 3.0T Premium Plus","$49,985","63,369 mi."
"971","2022 Audi A4 45 S line quattro Premium","$43,994","3,526 mi."
"972","2004 Audi S4 quattro","$20,788","24,181 mi."
"973","2019 Audi A4 2.0T Premium","$23,993","81,370 mi."
"974","2019 Audi A4 2.0T Titanium Premium","$27,994","30,002 mi."
"975","2020 Audi Q7 55 Premium","$61,254","11,115 mi."
"976","2017 Audi A4 2.0T Premium","$17,999","99,059 mi."
"977","2020 Audi A5 2.0T Premium Plus","$38,438","39,250 mi."
"978","2019 Audi e-tron Premium Plus","$49,699","17,575 mi."
"979","2018 Audi Q7 2.0T Premium","$37,500","48,000 mi."
"980","2019 Audi A3 2.0T Premium","$29,977","29,677 mi."
"981","2014 Audi A5 2.0T Prestige quattro","$15,999","104,080 mi."
"982","2013 Audi A5 2.0T Premium Plus","$23,590","43,640 mi."
"983","2019 Audi Q8 3.0T Premium","$68,990","22,491 mi."
"984","2020 Audi Q7 45 Premium","$56,995","17,964 mi."
"985","2018 Audi Q7 3.0T Premium Plus","$34,995","71,088 mi."
"986","2018 Audi Q7 3.0T Premium Plus","$29,227","89,953 mi."
"987","2012 Audi A7 3.0T Prestige quattro","$19,950","114,500 mi."
"988","2019 Audi A6 45 Premium","$49,995","41,672 mi."
"989","2012 Audi A6 3.0T Prestige quattro","$16,800","94,299 mi."
"990","2019 Audi e-tron Prestige","$59,997","18,534 mi."
"991","2018 Audi A6 3.0T Premium","$28,490","66,218 mi."
"992","2021 Audi A5 2.0T Premium Plus","$53,989","1,833 mi."
"993","2019 Audi Q7 55 Premium Plus","$45,319","33,743 mi."
"994","2012 Audi R8 4.2 quattro Spyder","$87,943","16,996 mi."
"995","2019 Audi Q8 3.0T Prestige","$57,656","59,425 mi."
"996","2022 Audi A4 40 Premium","$41,593","7,706 mi."
"997","2020 Audi SQ5 3.0T Premium","$53,987","38,000 mi."
"998","2012 Audi TT 2.0T Premium Plus quattro","$25,590","42,431 mi."
"999","2014 Audi Q7 3.0 TDI Premium","$19,999","104,901 mi."
"1000","2021 Audi S4 3.0T Prestige","$60,999","17,164 mi."
"1001","2017 Audi A4 2.0T Premium Plus","$23,985","70,939 mi."
"1002","2013 Audi Q5 2.0T Premium Plus","$16,795","97,815 mi."
"1003","2018 Audi Q3 2.0T Premium","$24,962","47,951 mi."
"1004","2016 Audi Q5 2.0T Premium Plus","$17,988","108,110 mi."
"1005","2011 Audi A4 2.0T Premium Plus quattro","$10,178","122,668 mi."
"1006","2015 Audi Q7 3.0 TDI Premium Plus","$30,990","56,578 mi."
"1007","2019 Audi A6 3.0T Premium Plus","$41,500","29,211 mi."
"1008","2020 Audi Q3 45 Premium","$27,999","74,326 mi."
"1009","2014 Audi Q5 2.0T Premium Plus","$17,750","89,486 mi."
"1010","2015 Audi A3 2.0T Prestige","$19,990","87,998 mi."
"1011","2015 Audi A3 2.0T Premium Plus","$20,499","50,939 mi."
"1012","2008 Audi A4 2.0T Cabriolet","$8,995","74,284 mi."
"1013","2019 Audi S4 3.0T Premium","$40,000","33,114 mi."
"1014","2019 Audi e-tron Prestige","$59,800","23,827 mi."
"1015","2020 Audi Q5 45 Premium","$28,995","63,283 mi."
"1016","2020 Audi Q8 55 Premium Plus","$66,700","23,939 mi."
"1017","2008 Audi A6 3.2 quattro","$6,999","157,583 mi."
"1018","2019 Audi Q8 3.0T Premium","$58,995","52,466 mi."
"1019","2016 Audi Q3 2.0T Prestige","$27,250","34,511 mi."
"1020","2015 Audi A3 2.0 TDI Premium Plus","$21,500","78,128 mi."
"1021","2015 Audi A3 1.8T Premium","$17,500","101,000 mi."
"1022","2014 Audi RS 7 4.0T Prestige","$59,000","40,188 mi."
"1023","2018 Audi SQ5 3.0T Premium Plus","$39,900","37,762 mi."
"1024","2021 Audi Q5 45 Premium","$43,495","16,595 mi."
"1025","2019 Audi Q5 2.0T Premium Plus","$27,000","69,992 mi."
"1026","2019 Audi Q5 2.0T Premium","$31,990","42,926 mi."
"1027","2019 Audi S4 3.0T Prestige","$46,990","22,868 mi."
"1028","2017 Audi Q7 3.0T Prestige","$28,250","86,461 mi."
"1029","2019 Audi Q8 3.0T Premium Plus","$47,500","106,343 mi."
"1030","2019 Audi Q5 2.0T Premium","$32,000","46,390 mi."
"1031","2013 Audi A5 2.0T Prestige quattro","$21,655","84,686 mi."
"1032","2020 Audi Q5 45 Premium","$26,910","61,221 mi."
"1033","2009 Audi A6 3.0T Prestige quattro","$10,990","99,729 mi."
"1034","2008 Audi A6 3.2 quattro","$9,750","81,746 mi."
"1035","2010 Audi A4 2.0T Premium","$11,990","80,297 mi."
"1036","2000 Audi A4 1.8T","$3,500","167,061 mi."
"1037","2009 Audi A4 Base","$7,600","122,530 mi."
"1038","2020 Audi Q5 45 Premium","$34,000","61,256 mi."
"1039","2017 Audi Q7 3.0T Prestige","$32,795","71,407 mi."
"1040","2019 Audi Q7 55 Premium Plus","$37,495","69,463 mi."
"1041","2009 Audi A6 3.0 Prestige quattro","$11,545","100,959 mi."
"1042","2008 Audi A4 2.0T Cabriolet quattro","$7,999","102,215 mi."
"1043","2020 Audi Q3 2.0T Prestige","$35,000","21,106 mi."
"1044","2011 Audi A5 2.0T Premium Plus","$11,999","121,423 mi."
"1045","2020 Audi R8 5.2 V10","$180,995","5,330 mi."
"1046","2015 Audi A3 2.0T Premium","$12,995","131,678 mi."
"1047","2020 Audi Q8 55 Premium","$62,988","44,065 mi."
"1048","2019 Audi S5 3.0T Premium","$48,992","29,480 mi."
"1049","2017 Audi A4 2.0T Premium","$22,995","71,835 mi."
"1050","2020 Audi Q5 45 Premium","$30,950","61,821 mi."
"1051","2017 Audi A4 Premium Plus","$24,970","68,730 mi."
"1052","2008 Audi A4 2.0T","$9,999","69,282 mi."
"1053","2011 Audi Q5 2.0T Premium Plus","$12,999","94,272 mi."
"1054","2009 Audi A4 2.0T Premium quattro","$5,777","241,399 mi."
"1055","2020 Audi Q5 45 Premium Plus","$39,980","16,407 mi."
"1056","2022 Audi RS Q8 4.0T quattro","$134,998","4,451 mi."
"1057","2019 Audi A3 2.0T Premium","$27,994","27,310 mi."
"1058","2019 Audi A3 2.0T Premium","$28,994","30,849 mi."
"1059","2010 Audi A5 2.0T Premium","$13,995","100,434 mi."
"1060","2011 Audi Q5 Premium Plus","$13,990","81,649 mi."
"1061","2011 Audi Q5 Premium Plus","$11,999","119,222 mi."
"1062","2018 Audi Q3 2.0T Premium Plus","$29,000","31,942 mi."
"1063","2014 Audi A6 2.0T Premium Plus","$22,990","30,508 mi."
"1064","2016 Audi A6 2.0T Premium Plus","$25,590","55,711 mi."
"1065","2013 Audi A5 2.0T Premium Plus","$21,990","62,752 mi."
"1066","2020 Audi A4 45 Premium","$35,000","20,221 mi."
"1067","2018 Audi Q3 2.0T Premium","$29,990","30,130 mi."
"1068","2018 Audi SQ5 3.0T Premium Plus","$33,990","79,320 mi."
"1069","2005 Audi A4 3.0 Cabriolet quattro","$8,900","79,985 mi."
"1070","2019 Audi RS 5 2.9T","$66,995","38,179 mi."
"1071","2016 Audi Q3 2.0T Premium Plus","$24,590","53,817 mi."
"1072","2019 Audi A4 2.0T Premium Plus","$30,997","42,298 mi."
"1073","2019 Audi A4 2.0T Premium","$27,995","35,633 mi."
"1074","2015 Audi A4 2.0T Premium","$16,990","92,656 mi."
"1075","2018 Audi A4 2.0T Premium","$30,599","50,394 mi."
"1076","2022 Audi A4 40 Prestige","$48,836","10,725 mi."
"1077","2015 Audi A8 L 3.0T","$21,645","97,345 mi."
"1078","2019 Audi A5 2.0T Premium","$47,657","4,419 mi."
"1079","2020 Audi A4 40 Premium Plus","$35,500","36,160 mi."
"1080","2019 Audi Q8 3.0T Prestige","$59,411","33,023 mi."
"1081","2017 Audi A4 2.0T Premium","$25,990","41,469 mi."
"1082","2019 Audi A5 2.0T Premium","$35,500","15,611 mi."
"1083","2021 Audi A4 40 Premium","$36,000","14,583 mi."
"1084","2018 Audi Q7 3.0T Prestige","$38,709","54,263 mi."
"1085","2013 Audi A7 3.0T Premium quattro","$15,999","196,873 mi."
"1086","2011 Audi Q7 TDI Prestige","$15,995","153,245 mi."
"1087","2017 Audi Q7 3.0T Premium Plus","$31,991","77,515 mi."
"1088","2020 Audi Q5 45 Premium Plus","$49,952","11,530 mi."
"1089","2018 Audi Q5 2.0T Prestige","$32,040","51,095 mi."
"1090","2016 Audi Q3 2.0T Prestige","$23,990","70,248 mi."
"1091","2015 Audi A6 3.0 TDI Premium Plus","$29,990","59,262 mi."
"1092","2013 Audi A6 2.0T Premium Plus","$17,999","84,664 mi."
"1093","2017 Audi A4 2.0T Premium","$24,334","65,922 mi."
"1094","2015 Audi Q7 3.0T Premium Plus","$14,999","141,615 mi."
"1095","2011 Audi A8 4.2 quattro","$16,495","99,700 mi."
"1096","2015 Audi Q7 3.0T Premium Plus","$19,788","102,276 mi."
"1097","2015 Audi A4 2.0T Premium Plus","$19,578","73,118 mi."
"1098","2015 Audi Q7 3.0T Premium Plus","$21,327","77,467 mi."
"1099","2015 Audi A4 2.0T Premium Plus","$15,975","101,867 mi."
"1100","2013 Audi A6 3.0T Premium Plus quattro","$23,590","57,393 mi."
"1101","2021 Audi A4 40 Premium Plus","$39,998","14,352 mi."
"1102","2021 Audi Q8 55 Premium","$71,998","22,563 mi."
"1103","2019 Audi A6 55 Premium Plus","$35,019","44,847 mi."
"1104","2022 Audi A6 55 Prestige","$66,000","3,818 mi."
"1105","2015 Audi A8 L 3.0T","$25,975","80,205 mi."
"1106","2014 Audi A4 2.0T Premium","$17,990","67,570 mi."
"1107","2018 Audi A4 2.0T Premium Plus","$28,869","49,220 mi."
"1108","2018 Audi A5 2.0T Premium Plus","$37,998","37,834 mi."
"1109","2020 Audi Q8 55 Premium","$63,800","14,203 mi."
"1110","2019 Audi Q8 3.0T Premium Plus","$59,995","26,411 mi."
"1111","2021 Audi A5 2.0T Premium","$38,995","59,902 mi."
"1112","2021 Audi A5 40 Premium","$45,900","13,455 mi."
"1113","2021 Audi Q5 45 Premium","$43,995","22,765 mi."
"1114","2015 Audi A5 2.0T Premium","$21,980","44,305 mi."
"1115","2021 Audi A4 40 Premium Plus","$40,758","1,271 mi."
"1116","2007 Audi A4 2.0T","$7,999","95,333 mi."
"1117","2008 Audi Q7 3.6L Premium","$9,999","123,025 mi."
"1118","2007 Audi A4 2.0T","$7,099","102,128 mi."
"1119","2009 Audi A4 2.0T Prem Plus","$9,799","72,152 mi."
"1120","2019 Audi A3 2.0T Premium","$26,488","28,177 mi."
"1121","2018 Audi Q5 2.0T Tech Premium","$29,995","39,839 mi."
"1122","2015 Audi A5 2.0T Premium","$22,200","44,648 mi."
"1123","2017 Audi A3 2.0T Premium Plus","$30,991","23,061 mi."
"1124","2018 Audi A5 2.0T Premium Plus","$32,991","51,461 mi."
"1125","2019 Audi A5 2.0T Premium Plus","$36,991","46,913 mi."
"1126","2017 Audi A4 2.0T Premium","$24,500","59,111 mi."
"1127","2015 Audi Q7 3.0T S line Prestige","$24,893","74,274 mi."
"1128","2019 Audi e-tron quattro Premium Plus","$59,991","31,766 mi."
"1129","2020 Audi Q5 45 Premium Plus","$43,491","18,785 mi."
"1130","2019 Audi A5 2.0T Premium","$38,998","21,435 mi."
"1131","2016 Audi A5 2.0T Premium Plus","$35,995","23,436 mi."
"1132","2015 Audi Q7 3.0T Premium Plus","$21,249","88,408 mi."
"1133","2014 Audi A4 2.0T Premium Plus quattro","$13,995","116,776 mi."
"1134","2013 Audi A4 2.0T Premium quattro","$12,490","109,377 mi."
"1135","2018 Audi A5 2.0T Premium Plus","$33,988","40,606 mi."
"1136","2019 Audi e-tron Premium Plus","$53,500","21,505 mi."
"1137","2020 Audi Q5 45 Premium Plus","$32,222","61,535 mi."
"1138","2018 Audi Q5 Tech Premium","$28,500","54,850 mi."
"1139","2019 Audi e-tron Prestige","$57,495","17,116 mi."
"1140","2020 Audi Q5 45 Premium Plus","$37,900","31,351 mi."
"1141","2018 Audi A5 2.0T Premium Plus","$35,888","39,003 mi."
"1142","2016 Audi A5 2.0T Premium Plus","$26,990","52,124 mi."
"1143","2001 Audi TT Roadster quattro","$15,995","45,895 mi."
"1144","2019 Audi A4 2.0T Premium Plus","$35,940","32,850 mi."
"1145","2016 Audi A4 2.0T Premium Plus","$16,995","112,662 mi."
"1146","2017 Audi S3 2.0T Premium Plus","$28,485","105,428 mi."
"1147","2018 Audi Q3 2.0T Premium Plus","$30,679","20,500 mi."
"1148","2015 Audi A5 2.0T Premium Plus","$23,887","45,831 mi."
"1149","2008 Audi TT 2.0T Cabriolet","$12,997","62,744 mi."
"1150","2015 Audi A3 1.8T Premium","$20,990","42,299 mi."
"1151","2020 Audi Q5 45 Premium Plus","$38,992","34,557 mi."
"1152","2021 Audi A5 45 Premium","$53,993","11,853 mi."
"1153","2019 Audi A5 2.0T Premium","$35,884","27,769 mi."
"1154","2019 Audi e-tron quattro Premium Plus","$55,222","44,736 mi."
"1155","2015 Audi A6 3.0T Premium Plus","$24,950","93,882 mi."
"1156","2016 Audi A6 3.0T Premium Plus","$22,999","80,383 mi."
"1157","2015 Audi A4 2.0T Premium Plus","$20,500","76,000 mi."
"1158","2016 Audi A7 3.0T Premium Plus","$36,992","34,756 mi."
"1159","2014 Audi A5 2.0T Premium Plus","$16,995","99,971 mi."
"1160","2017 Audi A4 2.0T Premium Plus","$21,495","101,902 mi."
"1161","2017 Audi A4 2.0T Premium","$24,495","50,953 mi."
"1162","2013 Audi A4 2.0T Premium quattro","$15,995","96,822 mi."
"1163","2008 Audi A6 quattro","$8,999","92,310 mi."
"1164","2018 Audi A5 2.0T Premium Plus","$31,855","69,230 mi."
"1165","2021 Audi Q5 45 Premium","$43,980","17,136 mi."
"1166","2017 Audi A4 2.0T Premium","$19,977","80,653 mi."
"1167","2018 Audi A5 2.0T Premium","$33,300","48,708 mi."
"1168","2019 Audi e-tron Premium Plus","$69,980","5,784 mi."
"1169","2021 Audi Q5 45 Premium","$40,351","37,639 mi."
"1170","2001 Audi TT Roadster quattro","$11,995","112,928 mi."
"1171","2015 Audi Q3 2.0T Premium Plus","$16,891","85,881 mi."
"1172","2015 Audi A5 2.0T Premium","$23,977","60,812 mi."
"1173","2016 Audi A6 3.0T Premium Plus","$30,590","37,879 mi."
"1174","2015 Audi Q3 2.0T Premium Plus","$23,990","54,964 mi."
"1175","2014 Audi A5 2.0T Premium","$23,990","57,107 mi."
"1176","2017 Audi A7 3.0T Prestige","$39,987","35,816 mi."
"1177","2019 Audi A5 2.0T Premium","$46,995","18,263 mi."
"1178","2014 Audi A6 2.0T Premium Plus","$24,990","30,058 mi."
"1179","2014 Audi A5 2.0T Premium Plus","$18,900","84,979 mi."
"1180","2018 Audi A3 2.0T Premium","$28,090","42,312 mi."
"1181","2019 Audi A5 2.0T Premium Plus","$35,997","38,827 mi."
"1182","2022 Audi A5 45 Premium","$54,990","4,113 mi."
"1183","2013 Audi Q5 2.0T Premium Plus","$19,850","94,000 mi."
"1184","2022 Audi A6 45 Premium","$52,483","6,358 mi."
"1185","2018 Audi Q7 3.0T Prestige","$42,989","38,554 mi."
"1186","2017 Audi Q5 2.0T Premium Plus","$23,968","77,785 mi."
"1187","2019 Audi RS 5 2.9T","$67,788","10,621 mi."
"1188","2018 Audi A5 2.0T Premium Plus","$37,500","44,538 mi."
"1189","2021 Audi A5 2.0T Premium Plus","$51,677","6,039 mi."
"1190","2021 Audi A5 2.0T Premium","$47,000","12,262 mi."
"1191","2021 Audi A5 2.0T Prestige","$55,500","5,984 mi."
"1192","2018 Audi Q5 2.0T Prestige","$33,877","44,378 mi."
"1193","2012 Audi A5 2.0T Premium Plus quattro","$18,990","107,943 mi."
"1194","2019 Audi A6 55 Prestige","$44,871","41,722 mi."
"1195","2013 Audi A5 2.0T Premium Plus quattro","$16,670","100,150 mi."
"1196","2020 Audi Q5 45 Premium","$30,911","68,306 mi."
"1197","2011 Audi A8 L 4.2 quattro","$17,995","84,745 mi."
"1198","2011 Audi A8 4.2 quattro","$17,495","90,975 mi."
"1199","2015 Audi A3 2.0T Premium Plus","$19,740","77,921 mi."
"1200","2005 Audi TT 1.8T quattro Cabriolet","$10,750","57,000 mi."
"1201","2018 Audi Q7 3.0T Prestige","$29,995","87,662 mi."
"1202","2018 Audi A6 3.0T Premium Plus","$29,186","73,041 mi."
"1203","2009 Audi S5 4.2 quattro","$16,995","114,234 mi."
"1204","2016 Audi A6 2.0T Premium Plus","$27,792","50,486 mi."
