"","Detail","Price","Mileage"
"407","2021 Audi A5 2.0T Premium","$43,500","20,858 mi."
"408","2016 Audi A7 3.0T Prestige","$28,395","105,277 mi."
"409","2019 Audi SQ5 3.0T Premium","$42,299","53,395 mi."
"410","2018 Audi A5 2.0T Premium","$39,198","27,463 mi."
"411","2012 Audi A7 3.0T quattro Premium","$23,998","75,682 mi."
"412","2020 Audi A6 55 Premium Plus","$39,500","15,837 mi."
"413","2011 Audi A5 2.0T Premium Plus quattro","$15,995","53,407 mi."
"414","2017 Audi A7 3.0T Premium Plus","$32,980","67,119 mi."
"415","2019 Audi A7 3.0T Prestige","$57,988","27,784 mi."
"416","2015 Audi A7 3.0 TDI Prestige","$35,387","72,426 mi."
"417","2017 Audi A4 2.0T Premium","$26,950","38,356 mi."
"418","2013 Audi Q7 3.0T Premium Plus","$15,900","93,579 mi."
"419","2015 Audi allroad 2.0T Premium Plus","$21,500","85,408 mi."
"420","2019 Audi Q7 55 Premium Plus","$34,988","82,838 mi."
"421","2020 Audi Q7 55 Prestige","$63,995","27,170 mi."
"422","2009 Audi TT 2.0T","$14,995","82,953 mi."
"423","2021 Audi A5 2.0T Premium Plus","$51,991","15,762 mi."
"424","2019 Audi SQ5 3.0T Premium","$49,800","24,886 mi."
"425","2021 Audi A5 2.0T Premium Plus","$44,491","20,674 mi."
"426","2019 Audi SQ5 3.0T Premium","$43,999","33,969 mi."
"427","2019 Audi S5 3.0T Prestige","$46,000","39,477 mi."
"428","2021 Audi A5 2.0T Premium Plus","$42,977","18,872 mi."
"429","2014 Audi A7 3.0T Prestige quattro","$24,991","80,911 mi."
"430","2021 Audi Q7 55 Premium Plus","$51,649","40,710 mi."
"431","2019 Audi Q3 2.0T Premium","$26,195","47,469 mi."
"432","2016 Audi A7 3.0T Premium Plus","$24,980","104,837 mi."
"433","2018 Audi S5 3.0T Prestige","$37,957","56,271 mi."
"434","2014 Audi Q7 3.0T Premium Plus","$15,694","99,293 mi."
"435","2019 Audi Q7 55 Prestige","$43,987","43,918 mi."
"436","2008 Audi A8 4.2 quattro","$11,888","127,871 mi."
"437","2014 Audi A7 3.0T Prestige quattro","$30,395","43,769 mi."
"438","2018 Audi Q3 2.0T Sport Premium","$34,977","15,549 mi."
"439","2019 Audi A6 3.0T Premium Plus","$43,588","39,058 mi."
"440","2017 Audi A4 Premium","$21,879","59,908 mi."
"441","2019 Audi Q7 55 Premium Plus","$37,921","71,880 mi."
"442","2014 Audi A7 3.0T Premium Plus quattro","$26,991","61,283 mi."
"443","2018 Audi A5 2.0T Premium Plus","$35,465","32,005 mi."
"444","2021 Audi e-tron Prestige","$75,805","15,000 mi."
"445","2010 Audi A4 2.0T Premium quattro","$8,900","119,374 mi."
"446","2019 Audi SQ5 3.0T Premium","$47,955","12,036 mi."
"447","2020 Audi S4 3.0T Premium","$54,761","6,088 mi."
"448","2014 Audi S5 3.0T Premium Plus quattro","$23,995","84,466 mi."
"449","2019 Audi Q7 55 Premium Plus","$39,991","61,830 mi."
"450","2019 Audi Q7 45 Premium","$35,486","41,754 mi."
"451","2020 Audi Q7 55 Prestige","$63,575","36,197 mi."
"452","2014 Audi A7 3.0T Prestige quattro","$23,777","91,794 mi."
"453","2018 Audi Q7 3.0T Prestige","$35,551","82,175 mi."
"454","2009 Audi Q5 3.2 Premium Plus","$9,480","150,171 mi."
"455","2013 Audi Q7 3.0T Premium Plus","$12,945","125,271 mi."
"456","2016 Audi RS 7 PRESTIGE","$72,995","25,618 mi."
"457","2009 Audi Q5 3.2 Prestige","$12,545","73,520 mi."
"458","2021 Audi A5 2.0T Premium","$43,495","7,521 mi."
"459","2020 Audi Q3 45 S line Premium","$34,000","21,250 mi."
"460","2020 Audi Q5 45 Premium Plus","$39,751","17,168 mi."
"461","2015 Audi S5 3.0T Premium Plus","$31,995","67,695 mi."
"462","2018 Audi RS 3 2.5T","$53,995","39,318 mi."
"463","2019 Audi SQ5 3.0T Premium","$41,990","26,993 mi."
"464","2019 Audi A7 3.0T quattro Premium","$57,888","34,349 mi."
"465","2019 Audi A6 55 Prestige","$49,806","21,647 mi."
"466","2014 Audi S5 3.0T Premium Plus quattro","$27,555","85,557 mi."
"467","2021 Audi A5 2.0T Premium","$48,980","22,044 mi."
"468","2018 Audi Q3 2.0T Premium Plus","$28,499","29,247 mi."
"469","2019 Audi RS 3 2.5T","$58,880","26,968 mi."
"470","2020 Audi S7 2.9T Premium Plus","$82,000","7,461 mi."
"471","2017 Audi Q3 2.0T Premium Plus","$18,694","105,994 mi."
"472","2011 Audi R8 5.2 quattro Spyder","$88,900","40,600 mi."
"473","2020 Audi S8 4.0T quattro","$84,800","17,262 mi."
"474","2018 Audi Q7 3.0T Prestige","$44,800","22,011 mi."
"475","2011 Audi S6 Prestige","$39,000","33,380 mi."
"476","2018 Audi Q7 2.0T Premium Plus","$43,590","21,501 mi."
"477","2021 Audi S8 4.0T quattro","$109,987","13,069 mi."
"478","2014 Audi A6 3.0T Prestige","$20,990","99,995 mi."
"479","2011 Audi A3 2.0 TDI Premium","$16,990","57,751 mi."
"480","2017 Audi A7 3.0T Prestige","$37,990","36,703 mi."
"481","2015 Audi A5 Progressiv","$23,990","84,609 mi."
"482","2012 Audi Q5 2.0T Premium","$14,995","127,926 mi."
"483","2019 Audi A6 55 Prestige","$48,766","38,653 mi."
"484","2017 Audi A7 3.0T Prestige","$46,895","35,900 mi."
"485","2020 Audi S7 2.9T Premium Plus","$84,987","18,260 mi."
"486","2010 Audi A5 2.0T Premium Plus quattro","$14,850","103,000 mi."
"487","2013 Audi S5 3.0T Premium Plus quattro","$31,950","54,444 mi."
"488","2007 Audi Q7 Premium","$5,900","174,409 mi."
"489","2021 Audi A5 2.0T Premium Plus","$45,845","6,084 mi."
"490","2022 Audi A6 55 Premium Plus","$59,989","8,497 mi."
"491","2019 Audi Q8 3.0T Premium","$57,256","36,191 mi."
"492","2021 Audi A6 55 Premium Plus","$59,999","7,864 mi."
"493","2016 Audi S5 3.0T Premium Plus","$31,737","57,431 mi."
"494","2017 Audi A4 2.0T ultra Premium","$22,802","45,608 mi."
"495","2017 Audi Q7 3.0T Prestige","$34,999","66,745 mi."
"496","2016 Audi A4 2.0T Premium Plus","$25,990","23,736 mi."
"497","2011 Audi Q5 2.0T Premium","$14,995","74,974 mi."
"498","2017 Audi S6 4.0T Premium Plus","$34,998","128,528 mi."
"499","2019 Audi A6 55 Premium Plus","$48,090","7,644 mi."
"500","2019 Audi Q7 55 Prestige","$44,663","42,185 mi."
"501","2022 Audi A6 55 Premium Plus","$60,995","7,034 mi."
"502","2018 Audi A5 2.0T Premium","$33,965","24,716 mi."
"503","2012 Audi A7 Prestige","$17,000","140,073 mi."
"504","2019 Audi Q7 55 Prestige","$44,417","49,963 mi."
"505","2017 Audi S3 2.0T Premium Plus","$28,800","91,097 mi."
"506","2016 Audi A4 2.0T Premium","$20,990","70,093 mi."
"507","2018 Audi Q3 2.0T Premium","$28,883","27,328 mi."
"508","2007 Audi Q7 3.6 Premium","$7,999","110,620 mi."
"509","2021 Audi A4 40 Premium","$34,995","18,173 mi."
"510","2019 Audi A6 3.0T Prestige","$48,700","21,184 mi."
"511","2019 Audi A4 allroad 2.0T Premium","$41,900","34,209 mi."
"512","2010 Audi A5 2.0L Premium Plus","$9,299","138,575 mi."
"513","2011 Audi R8 4.2 quattro Spyder","$80,991","20,086 mi."
"514","2021 Audi RS 7 4.0T quattro","$127,991","22,170 mi."
"515","2012 Audi A8 L 4.2 quattro","$18,994","118,901 mi."
"516","2014 Audi Q5 hybrid 2.0T Prestige","$14,795","145,753 mi."
"517","2018 Audi RS 3 2.5T","$55,500","16,573 mi."
"518","2014 Audi Q7 3.0T S line Prestige","$20,250","80,836 mi."
"519","2019 Audi TT 2.0T","$48,500","5,755 mi."
"520","2021 Audi S4 3.0T Premium Plus","$51,991","18,298 mi."
"521","2015 Audi A8 L 3.0T","$26,250","78,222 mi."
"522","2020 Audi A4 40 Prestige","$42,491","16,975 mi."
"523","2022 Audi Q8 55 Premium","$76,991","1,033 mi."
"524","2016 Audi RS 7 4.0T Performance Prestige","$62,980","42,554 mi."
"525","2010 Audi S4 3.0 Premium Plus","$14,888","124,381 mi."
"526","2014 Audi R8 4.2 Spyder quattro","$99,900","24,150 mi."
"527","2021 Audi R8 5.2 V10","$171,900","8,146 mi."
"528","2019 Audi Q7 45 Premium Plus","$41,900","37,389 mi."
"529","2013 Audi A8 L 3.0T","$22,000","94,342 mi."
"530","2021 Audi Q8 55 Premium","$71,000","12,656 mi."
"531","2013 Audi A5 2.0T Premium","$8,950","158,130 mi."
"532","2019 Audi A5 2.0T Premium Plus","$37,850","36,289 mi."
"533","2019 Audi A5 2.0T Prestige","$40,839","17,392 mi."
"534","2014 Audi allroad 2.0T Premium quattro","$18,995","96,006 mi."
"535","2011 Audi A8 L 4.2 quattro","$20,995","87,987 mi."
"536","2016 Audi A7 3.0T Prestige","$34,998","56,030 mi."
"537","2013 Audi A7 3.0T Prestige quattro","$21,828","100,885 mi."
"538","2018 Audi R8 5.2 quattro Plus","$189,800","7,541 mi."
"539","2020 Audi R8 5.2 V10 performance","$209,800","9,274 mi."
"540","2021 Audi RS 7 4.0T quattro","Not Priced","8,708 mi."
"541","2022 Audi RS 7 4.0T quattro","$137,995","4,613 mi."
"542","2014 Audi allroad 2.0T Premium Plus quattro","$16,800","102,288 mi."
"543","2014 Audi R8 4.2 Spyder quattro","$99,999","24,118 mi."
"544","2014 Audi R8 4.2","$102,995","21,821 mi."
"545","2017 Audi RS 7 4.0T Prestige","$74,995","39,257 mi."
"546","2014 Audi A7 3.0T Prestige","$23,950","95,782 mi."
"547","2019 Audi RS 5 2.9T","$65,999","20,180 mi."
"548","2007 Audi A6 3.2L","$7,999","108,095 mi."
"549","2021 Audi Q5 45 Premium","$41,771","25,493 mi."
"550","2020 Audi A4 45 Premium","$42,882","16,252 mi."
"551","2020 Audi Q7 45 Premium","$49,271","17,477 mi."
"552","2019 Audi Q7 55 Premium Plus","$41,745","38,339 mi."
"553","2018 Audi SQ5 3.0T Prestige","$39,249","44,036 mi."
"554","2016 Audi A7 3.0T Premium Plus","$39,888","45,219 mi."
"555","2016 Audi A7 3.0 TDI Premium Plus","$40,995","32,318 mi."
"556","2019 Audi A4 allroad 2.0T Premium","$43,888","18,843 mi."
"557","2021 Audi RS 7 4.0T quattro","$120,777","10,385 mi."
"558","2021 Audi Q7 55 Premium","$69,888","19,174 mi."
"559","2004 Audi TT 1.8T Roadster","$9,985","48,651 mi."
"560","2019 Audi A7 3.0T Prestige","$59,880","31,003 mi."
"561","2021 Audi RS 7 4.0T quattro","$102,724","41,598 mi."
"562","2017 Audi A4 allroad 2.0T Premium","$28,977","56,843 mi."
"563","2011 Audi R8 4.2 quattro Spyder","$91,980","27,583 mi."
"564","2020 Audi A3 2.0T S line Premium Plus","$37,980","30,981 mi."
"565","2020 Audi A3 2.0T S line Premium","$29,855","38,061 mi."
"566","2020 Audi RS Q8 4.0T quattro","$123,630","10,366 mi."
"567","2020 Audi SQ7 4.0T","$88,860","8,593 mi."
"568","2019 Audi Q7 45 Premium Plus","$36,795","58,165 mi."
"569","2020 Audi Q8 55 Premium","$62,994","36,587 mi."
"570","2022 Audi RS 5 2.9T","$89,989","2,533 mi."
"571","2008 Audi A8 L 4.2 quattro","$17,588","64,077 mi."
"572","2016 Audi A7 3.0T Prestige","$33,990","63,690 mi."
"573","2014 Audi A7 3.0T Premium Plus quattro","$22,488","91,818 mi."
"574","2021 Audi RS Q8 4.0T quattro","$123,900","11,275 mi."
"575","2020 Audi A3 2.0T S line Premium Plus","$33,481","12,646 mi."
"576","2019 Audi Q8 3.0T Premium","$55,000","33,504 mi."
"577","2013 Audi A7 3.0T Premium quattro","$23,944","85,342 mi."
"578","2016 Audi A6 3.0T Premium Plus","$27,977","63,473 mi."
"579","2018 Audi RS 5 2.9T","$60,990","20,312 mi."
"580","2019 Audi A7 3.0T Prestige","$54,987","38,718 mi."
"581","2019 Audi A3 2.0T Premium","$29,987","1,583 mi."
"582","2014 Audi A7 3.0T Prestige quattro","$24,900","73,700 mi."
"583","2015 Audi A5 2.0T Premium Plus","$20,990","94,430 mi."
"584","2018 Audi A6 2.0T Premium quattro","$28,990","48,594 mi."
"585","2017 Audi A7 3.0T Prestige","$37,410","59,940 mi."
"586","2021 Audi RS 7 4.0T quattro","$116,706","4,137 mi."
"587","2019 Audi Q8 3.0T Prestige","$62,450","36,752 mi."
"588","2014 Audi A6 2.0T Premium Plus quattro","$16,850","96,000 mi."
"589","2019 Audi S4 3.0T Premium Plus","$47,599","24,847 mi."
"590","2019 Audi Q5 2.0T Prestige","$41,599","38,698 mi."
"591","2017 Audi A7 3.0T Prestige","$33,994","59,947 mi."
"592","2019 Audi A7 3.0T Prestige","$39,999","103,133 mi."
"593","2021 Audi A6 45 quattro Sport Premium","$44,999","38,622 mi."
"594","2019 Audi Q8 3.0T Premium","$66,999","21,827 mi."
"595","2019 Audi Q8 3.0T Prestige","$67,500","29,840 mi."
"596","2019 Audi Q5 2.0T Premium","$34,653","23,751 mi."
"597","2012 Audi Q7 3.0 TDI Premium","$22,990","78,813 mi."
"598","2016 Audi TT 2.0T","$26,500","83,585 mi."
"599","2018 Audi Q5 2.0T Premium","$27,995","52,601 mi."
"600","2018 Audi A5 2.0T Premium Plus","$39,998","30,146 mi."
"601","2021 Audi SQ5 3.0T Premium","$70,900","17,328 mi."
"602","2021 Audi Q5 45 Premium","$50,490","22,069 mi."
"603","2015 Audi A7 3.0T Prestige","$27,995","77,989 mi."
"604","2022 Audi A5 40 Premium","$47,368","3,714 mi."
"605","2019 Audi A5 2.0T Premium","$34,000","30,756 mi."
"606","2011 Audi A5 2.0T Premium","$18,990","61,476 mi."
"607","2018 Audi A5 2.0T Premium","$30,995","73,267 mi."
"608","2017 Audi Q7 3.0T Premium","$24,995","114,820 mi."
"609","2017 Audi Q7 3.0T Premium Plus","$31,500","81,665 mi."
"610","2019 Audi RS 5 2.9T","$68,999","11,407 mi."
"611","2010 Audi Q7 3.6 Prestige","$16,777","124,768 mi."
"612","2013 Audi Q7 3.0T S line Prestige","$15,777","144,710 mi."
"613","2019 Audi Q8 3.0T Premium","$56,980","37,370 mi."
"614","2017 Audi Q7 3.0T Premium Plus","$28,258","76,952 mi."
"615","2021 Audi Q8 55 Premium","$67,900","53,335 mi."
"616","2021 Audi A6 55 Premium Plus","$53,995","3,205 mi."
"617","2019 Audi A6 3.0T Premium Plus","$37,550","58,090 mi."
"618","2019 Audi A6 3.0T Prestige","$46,590","40,016 mi."
"619","2020 Audi Q7 55 Prestige","$64,988","26,760 mi."
"620","2018 Audi Q7 2.0T Premium Plus","$30,780","84,234 mi."
"621","2019 Audi Q7 45 Premium Plus","$33,469","95,012 mi."
"622","2018 Audi Q7 3.0T Premium Plus","$37,373","43,939 mi."
"623","2015 Audi Q7 3.0T Premium Plus","$24,990","71,495 mi."
"624","2010 Audi A5 2.0T Premium Plus quattro","$7,999","143,620 mi."
"625","2017 Audi Q7 3.0T Premium Plus","$27,995","98,525 mi."
"626","2015 Audi Q7 3.0T Premium Plus","$21,998","76,097 mi."
"627","2015 Audi S8 4.0T quattro","$43,000","71,284 mi."
"628","2015 Audi A3 2.0T Premium","$14,500","109,493 mi."
"629","2020 Audi S4 3.0T Premium","$48,490","14,102 mi."
"630","2012 Audi A7 3.0T quattro Premium","$16,995","146,028 mi."
"631","2017 Audi Q7 3.0T Premium Plus","$30,268","81,000 mi."
"632","2022 Audi e-tron Premium","$64,990","14,171 mi."
"633","2014 Audi Q7 3.0T Premium","$25,990","59,719 mi."
"634","2020 Audi Q7 55 Prestige","$55,500","46,460 mi."
"635","2012 Audi A4 2.0T Premium quattro","$10,995","106,518 mi."
"636","2017 Audi Q7 3.0T Premium Plus","$25,991","97,540 mi."
"637","2017 Audi Q7 3.0T Premium Plus","$24,599","116,781 mi."
"638","2021 Audi Q7 55 Premium","$57,500","21,250 mi."
"639","2018 Audi A5 2.0T Premium Plus","$35,998","42,531 mi."
"640","2021 Audi e-tron Premium","$61,500","14,130 mi."
"641","2014 Audi A6 3.0T Premium Plus quattro","$22,995","57,313 mi."
"642","2011 Audi Q7 3.0T Premium","$14,649","93,633 mi."
"643","2013 Audi Q7 3.0T S line Prestige","$17,985","110,300 mi."
"644","2014 Audi Q7 3.0T Premium Plus","$16,985","100,354 mi."
"645","2015 Audi Q7 3.0T Premium Plus","$21,888","131,070 mi."
"646","2015 Audi Q7 3.0T Premium Plus","$19,990","99,424 mi."
"647","2022 Audi e-tron Premium","$63,376","16,079 mi."
"648","2019 Audi RS 5 2.9T","$62,900","44,590 mi."
"649","2013 Audi allroad 2.0T Premium Plus quattro","$20,985","69,188 mi."
"650","2019 Audi A3 2.0T Premium","$30,832","24,976 mi."
"651","2014 Audi A4 2.0T Premium Plus quattro","$18,565","78,337 mi."
"652","2011 Audi A5 2.0T Premium","$11,990","99,678 mi."
"653","2011 Audi Q7 TDI Premium Plus","$12,850","151,164 mi."
"654","2020 Audi e-tron Premium Plus","$67,850","9,810 mi."
"655","2013 Audi Q7 3.0T Premium Plus","$12,995","136,490 mi."
"656","2015 Audi Q7 3.0T Premium","$26,950","70,677 mi."
"657","2015 Audi Q3 2.0T Premium Plus","$18,990","78,466 mi."
"658","2016 Audi RS 7 4.0T Prestige","$79,950","27,575 mi."
"659","2019 Audi Q7 45 Premium Plus","$38,884","33,701 mi."
"660","2014 Audi RS 5 4.2","$45,993","31,467 mi."
"661","2014 Audi allroad 2.0T Premium quattro","$17,985","106,793 mi."
"662","2019 Audi Q8 3.0T Premium Plus","$57,980","45,145 mi."
"663","2017 Audi Q7 3.0T Premium","$28,477","93,614 mi."
"664","2020 Audi A3 2.0T Premium","$29,980","19,482 mi."
"665","2018 Audi Q7 3.0T Premium Plus","$35,959","61,809 mi."
"666","2013 Audi RS 5 4.2","$37,880","58,867 mi."
"667","2020 Audi Q5 45 Premium Plus","$42,680","29,306 mi."
"668","2017 Audi S8 4.0T Plus","$64,977","30,544 mi."
"669","2019 Audi Q7 45 Premium Plus","$36,895","56,496 mi."
"670","2020 Audi Q5 45 Premium","$36,494","14,763 mi."
"671","2019 Audi RS 5 2.9T","$62,000","12,200 mi."
"672","2015 Audi RS 5 4.2","$44,900","65,430 mi."
"673","2019 Audi RS 5 2.9T","$64,964","19,530 mi."
"674","2017 Audi Q7 3.0T Premium Plus","$25,999","109,749 mi."
"675","2013 Audi allroad 2.0T Premium Plus quattro","$16,990","113,928 mi."
"676","2015 Audi A8 L 3.0T","$26,977","82,280 mi."
"677","2008 Audi A4 2.0T Cabriolet","$10,500","87,689 mi."
"678","2010 Audi A6 3.0 Premium Plus quattro","$8,999","156,417 mi."
"679","2018 Audi Q3 2.0T Premium Plus","$25,287","49,101 mi."
"680","2014 Audi S5 3.0T Premium Plus quattro","$21,495","121,626 mi."
"681","2019 Audi A6 3.0T Prestige","$49,777","35,630 mi."
"682","2015 Audi Q7 3.0T Premium Plus","$22,999","70,093 mi."
"683","2019 Audi Q5 2.0T Premium","$33,599","36,078 mi."
"684","2016 Audi A6 3.0T Premium Plus","$22,000","75,946 mi."
"685","2021 Audi Q8 55 Premium","$69,000","23,168 mi."
"686","2014 Audi A6 3.0 TDI Premium Plus quattro","$21,900","100,814 mi."
"687","2019 Audi Q7 55 SE Prestige","$44,857","24,078 mi."
"688","2021 Audi Q8 55 Premium","$70,090","17,745 mi."
"689","2018 Audi Q5 2.0T Premium","$27,500","52,152 mi."
"690","2019 Audi A4 2.0T Premium Plus","$33,000","27,294 mi."
"691","2018 Audi SQ5 3.0T Premium Plus","$35,950","59,752 mi."
"692","2021 Audi Q8 55 Premium","$80,363","4,253 mi."
"693","2015 Audi SQ5 3.0T Premium Plus","$22,500","106,921 mi."
"694","2019 Audi Q7 45 Premium","$42,998","36,720 mi."
"695","2022 Audi A4 40 Premium","$44,621","5,316 mi."
"696","2021 Audi Q5 e 55 Premium","$52,588","29,879 mi."
"697","2019 Audi Q8 3.0T Premium","$53,991","33,433 mi."
"698","2019 Audi Q7 55 Premium Plus","$42,190","30,178 mi."
"699","2018 Audi A4 2.0T ultra Premium","$23,695","59,872 mi."
"700","2021 Audi Q8 55 Premium","$78,500","24,111 mi."
"701","2017 Audi Q7 3.0T Premium","$28,500","88,586 mi."
"702","2018 Audi Q7 3.0T Premium","$37,481","54,323 mi."
"703","2012 Audi A5 2.0T Premium Plus","$12,995","105,597 mi."
"704","2021 Audi Q7 55 Premium","$59,962","11,836 mi."
"705","2021 Audi RS 7 4.0T quattro","$122,995","7,523 mi."
"706","2012 Audi Q7 3.0T S-Line Prestige","$21,590","92,946 mi."
"707","2009 Audi Q7 3.6 Premium","$9,777","184,473 mi."
"708","2019 Audi Q8 3.0T Premium","$53,449","44,690 mi."
"709","2020 Audi Q8 55 Premium Plus","$62,995","35,156 mi."
"710","2017 Audi Q7 3.0T Prestige","$30,954","77,136 mi."
"711","2019 Audi Q7 55 Premium","$38,897","39,943 mi."
"712","2018 Audi Q7 3.0T Premium Plus","$36,490","56,562 mi."
"713","2018 Audi Q7 3.0T Premium Plus","$39,998","41,630 mi."
"714","2022 Audi Q5 45 S line quattro Premium","$49,750","5,456 mi."
"715","2017 Audi Q7 3.0T Premium Plus","$32,750","57,625 mi."
"716","2017 Audi Q7 3.0T Premium Plus","$24,838","126,475 mi."
"717","2011 Audi Q7 3.0T Premium","$9,999","156,806 mi."
"718","2019 Audi A5 2.0T Premium","$41,512","11,035 mi."
"719","2019 Audi A4 2.0T Premium","$29,995","50,959 mi."
"720","2017 Audi A4 2.0T Prestige","$28,995","64,621 mi."
"721","2019 Audi Q7 55 Prestige","$52,990","13,193 mi."
"722","2014 Audi A4 2.0T Premium","$19,888","47,618 mi."
"723","2014 Audi A4 2.0T Premium","$16,000","81,414 mi."
"724","2016 Audi A4 2.0T Premium Plus","$15,750","129,302 mi."
"725","2021 Audi A4 40 Prestige","$39,473","11,500 mi."
"726","2018 Audi Q3 2.0T Sport Premium","$26,795","48,383 mi."
"727","2015 Audi Q7 3.0 TDI Premium Plus","$19,995","99,343 mi."
"728","2019 Audi Q8 3.0T Prestige","$57,995","40,301 mi."
"729","2021 Audi Q8 55 Premium","$70,977","18,809 mi."
"730","2020 Audi Q8 55 Premium","$64,891","24,835 mi."
"731","2018 Audi S5 3.0T Premium Plus","$40,980","37,466 mi."
"732","2019 Audi Q3 2.0T Premium","$36,168","30,371 mi."
"733","2017 Audi Q7 3.0T Premium Plus","$31,995","69,215 mi."
"734","2019 Audi Q7 55 Prestige","$34,980","79,780 mi."
"735","2018 Audi Q7 3.0T Prestige","$35,980","67,636 mi."
"736","2017 Audi A4 2.0T Premium Plus","$24,795","60,725 mi."
"737","2019 Audi S5 3.0T Premium Plus","$48,788","32,239 mi."
"738","2018 Audi A3 2.0T Premium","$28,297","31,908 mi."
"739","2021 Audi Q7 55 Premium","$66,650","16,379 mi."
"740","2020 Audi Q8 55 Premium","$70,000","18,324 mi."
"741","2021 Audi S4 3.0T Premium Plus","$51,682","16,900 mi."
"742","2016 Audi A6 2.0T Premium Plus","$20,577","80,854 mi."
"743","2016 Audi Q5 2.0T Premium Plus","$20,990","83,066 mi."
"744","2019 Audi S5 3.0T Premium Plus","$48,995","33,253 mi."
"745","2018 Audi S5 3.0T Prestige","$42,995","30,300 mi."
"746","2010 Audi A5 2.0T Premium","$12,995","98,884 mi."
"747","2010 Audi A4 2.0T Premium quattro","$11,950","80,738 mi."
"748","2007 Audi Q7 3.6 Premium","$9,545","109,722 mi."
"749","2020 Audi A8 L 60","$67,987","21,200 mi."
"750","2016 Audi A6 2.0T Premium","$22,990","74,850 mi."
"751","2014 Audi A6 3.0T Prestige quattro","$24,990","55,654 mi."
"752","2020 Audi Q8 55 Premium","$66,888","16,547 mi."
"753","2019 Audi S5 3.0T Premium","$47,993","37,944 mi."
"754","2019 Audi S5 3.0T Premium Plus","$57,992","12,464 mi."
"755","2020 Audi S5 3.0T Premium","$53,970","15,515 mi."
"756","2021 Audi TT 2.0T","$45,222","20,136 mi."
"757","2019 Audi Q8 3.0T Prestige","$63,800","21,522 mi."
"758","2019 Audi SQ5 3.0T Premium","$40,222","48,085 mi."
"759","2019 Audi A7 3.0T Prestige","$52,888","38,592 mi."
"760","2019 Audi Q8 3.0T Premium","$62,888","34,637 mi."
"761","2019 Audi A4 2.0T Premium Plus","$31,852","15,022 mi."
"762","2020 Audi A3 2.0T S line Premium Plus","$39,980","9,047 mi."
"763","2019 Audi S5 3.0T Premium Plus","$57,980","24,897 mi."
"764","2018 Audi S5 3.0T Prestige","$35,980","84,880 mi."
"765","2020 Audi Q5 45 Premium Plus","$39,980","21,429 mi."
"766","2019 Audi Q8 3.0T Premium Plus","$57,261","20,125 mi."
"767","2019 Audi Q8 3.0T Premium Plus","$68,780","17,759 mi."
"768","2019 Audi Q8 3.0T Prestige","$63,880","33,395 mi."
"769","2020 Audi Q8 55 Premium Plus","$66,980","26,112 mi."
"770","2019 Audi Q8 3.0T Premium","$66,880","12,213 mi."
"771","2020 Audi A4 45 Premium","$37,794","18,449 mi."
"772","2020 Audi Q5 45 Premium Plus","$37,494","28,839 mi."
"773","2020 Audi A4 40 Prestige","$41,994","12,020 mi."
"774","2020 Audi Q5 45 Premium","$35,994","17,939 mi."
"775","2012 Audi S5 3.0 Premium Plus quattro","$30,788","28,601 mi."
"776","2020 Audi Q5 45 Premium","$32,994","13,096 mi."
"777","2019 Audi S5 3.0T Premium Plus","$50,211","31,868 mi."
"778","2019 Audi Q8 3.0T Prestige","$65,900","19,352 mi."
"779","2019 Audi S5 3.0T Premium Plus","$43,000","34,589 mi."
"780","2019 Audi S5 3.0T Premium Plus","$49,990","9,639 mi."
"781","2018 Audi Q7 3.0T Prestige","$33,300","65,651 mi."
"782","2012 Audi A7 3.0T Prestige quattro","$18,888","91,918 mi."
"783","2019 Audi S5 3.0T Prestige","$49,700","60,100 mi."
"784","2018 Audi S5 3.0T Prestige","$39,787","55,462 mi."
"785","2019 Audi Q8 3.0T Premium","$57,587","33,428 mi."
"786","2018 Audi A5 2.0T Prestige","$31,944","61,960 mi."
"787","2018 Audi A5 2.0T Prestige","$33,490","50,084 mi."
"788","2021 Audi Q7 55 Premium","$48,729","60,102 mi."
"789","2019 Audi S5 3.0T Prestige","$48,000","48,881 mi."
"790","2018 Audi S5 3.0T Prestige","$43,500","39,662 mi."
"791","2020 Audi Q7 55 Prestige","$58,990","25,207 mi."
"792","2018 Audi S5 3.0T Prestige","$41,498","47,980 mi."
"793","2008 Audi A8 4.2L","$7,799","164,664 mi."
"794","2019 Audi Q5 2.0T Premium","$30,400","40,886 mi."
"795","2019 Audi Q8 3.0T Prestige","$62,949","50,051 mi."
"796","2019 Audi Q8 3.0T Premium","$52,250","40,587 mi."
"797","2018 Audi Q7 3.0T Prestige","$32,990","80,178 mi."
"798","2020 Audi SQ7 4.0T","$75,311","18,426 mi."
"799","2019 Audi Q5 2.0T Premium Plus","$36,900","23,200 mi."
"800","2014 Audi Q7 3.0T Premium Plus","$22,910","113,576 mi."
"801","2022 Audi Q5 45 S line quattro Premium","$48,772","17,178 mi."
"802","2022 Audi Q5 45 S line quattro Premium","$52,482","11,991 mi."
"803","2018 Audi S4 3.0T Premium Plus","$40,995","32,949 mi."
"804","2016 Audi A7 3.0T Premium Plus","$30,500","85,763 mi."
"805","2013 Audi A5 2.0T Premium Plus quattro","$23,854","46,986 mi."
"806","2011 Audi Q5 Prestige","$21,990","48,181 mi."
"807","2013 Audi A4 2.0T Premium Plus quattro","$14,800","95,511 mi."
"808","2020 Audi Q5 45 Titanium Premium","$39,500","23,859 mi."
